Descripción del Artículo,Precio Mayoreo,Proveedor,FE,FS,AHORRO
MULTIVITAMINA JBE 100ML BALAXI,33.98,Insuaminca,0,0,0
MULTIVITAMINICO X 60TAB DROVENPLUS,88.5,Insuaminca,0,0,0
MUÑEQUERA CON CIERRE MAGICO GRANDE BEIGE FORMA ELASTICA,214.49,Insuaminca,0,0,0
MUÑEQUERA CON CIERRE MAGICO GRANDE JEAN FORMA ELASTICA,214.49,Insuaminca,0,0,0
MUÑEQUERA CON CIERRE MAGICO GRANDE NEGRA FORMA ELASTICA,214.49,Insuaminca,0,0,0
MUÑEQUERA CON CIERRE MAGICO PEQUEÑA BEIGE FORMA ELASTICA,208.08,Insuaminca,0,0,0
MUÑEQUERA CON CIERRE MAGICO PEQUEÑA NEGRA FORMA ELASTICA,208.08,Insuaminca,0,0,0
MUÑEQUERA CON FERULA DERECHA TALLA M FORMA ELASTICA,322.65,Insuaminca,0,0,0
MUÑEQUERA CON FERULA IZQUIERDA TALLA M FORMA ELASTICA,339.15,Insuaminca,0,0,0
MUPIROCIN 2% UNGUENTO X 15GR SGG,52.94,Insuaminca,0,0,0
MUPROBAN 2% UNGUENTO X 15G (MUPIROCIN) SIEGFRIED,67.96,Insuaminca,0,0,0
MUVETT X 21 TABLETAS (TRIMEBUTINA 200MG / SIMETICONA 120MG) PROCAPS,145.4,Insuaminca,0,0,0
MUXER 500MG X 30C HERBAPLANT,67.17,Insuaminca,0,0,0
NACUA TAB 40 MG X 12 (FUROSEMIDA) RONAVA,39.83,Insuaminca,0,0,0
"NAFAVINE 6,5MG/ML SOLUCION NASAL X 16ML  PED (CLORURO SODIO) MAGALABS",39.51,Insuaminca,0,0,0
NAN EXPERT PRO SOYA X 400GR NESTLE,223.89,Insuaminca,0,0,0
NAN PRO 0-6 MESES 400G NESTLE,215.99,Insuaminca,0,0,0
NAN PRO 6 A 24 MESES 400GR NESTLE,198.43,Insuaminca,0,0,0
NAN SIN LACTOSA X 400G NESTLE,230.91,Insuaminca,0,0,0
NANOCREAM POMADA DE HAMAMELIS 50GR CHEMYCAL SOMA,53.42,Insuaminca,0,0,0
NANVIT-C 500MG X 10 TAB MASTICABLE. CAJA X 10 BLISTER (VITAMINA C) BALAXI,205.45,Insuaminca,0,0,0
"NARIX 0,5MG/ML GOTAS X 30ML CIMED",32.4,Insuaminca,0,0,0
"NAS GTAS SOL. NASAL ADULT 0,1% X 15ML (NAFAZOLINA) OFTALMI",22.28,Insuaminca,0,0,0
"NASIN SOL NASAL 0,5MG/ML X 15ML (OXIMETAZOLINA) LETI",38.72,Insuaminca,0,0,0
NATABRON 30MG X 10 TAB CAJA X 10 BLISTER (AMBROXOL) INNOVACION,229.16,Insuaminca,0,0,0
N-BUTILBROMURO DE HIOSCINA 20 MG/1ML I.M/I.V VITALIS,15.33,Insuaminca,0,0,0
N-BUTILBROMURO DE HIOSCINA AMP 20MG/ML CAJA X 10 AMP KMPLUS,134.33,Insuaminca,0,0,0
N-BUTILBROMURO DE HIOSCINA AMP I.M-I.V CAJA X 10 AMP GLOBAL MEDIC,158.04,Insuaminca,0,0,0
N-BUTILBROMURO DE HIOSCINA+DIPIRONA 20MG-2.5G/5ML I.M/I.V VITALIS,18.17,Insuaminca,0,0,0
N-BUTILBROMURO ESCOPOLAMINA-METAMIZOL SODICO 5 ML X  1 AMP BIOSANO,18.96,Insuaminca,0,0,0
NEBULIZADOR COMFORT PRO (ADULTO) DOVANT,897.38,Insuaminca,0,0,0
NEBULIZADOR ESTANDAR CNB-69008,641.64,Insuaminca,0,0,0
NEBULIZADOR INFANTIL AZUL ELEFANT,806.64,Insuaminca,0,0,0
NEBULIZADOR INFANTIL ROSA ELEFANT,806.64,Insuaminca,0,0,0
NEBULIZADOR PREMIUM CNB-69009,824.97,Insuaminca,0,0,0
NEFROTAL 100MG X 14 COMPR (LOSARTAN POTASICO) ROWE,51.52,Insuaminca,0,0,0
NEFROTAL H 100MG / 25MG X 10 COMPR (LOSARTAN POTASICO / HIDROCLOROTIAZIDA) ROWE,54.68,Insuaminca,0,0,0
NEFROTAL H 100MG / 25MG X 30 COMPR (LOSARTAN POTASICO / HIDROCLOROTIAZIDA) ROWE,140.02,Insuaminca,0,0,0
NEMAZOL 400MG SUSP X 10ML (ALBENDAZOL) BIOFARCO,25.29,Insuaminca,0,0,0
NEMODINE 30MG. X20 COMPRIMIDOS (NIMODIPINA) DOLLDER,57.53,Insuaminca,0,0,0
NEMODINE 40MG. X20 COMPRIDOS (NIMODIPINA) DOLLDER,59.26,Insuaminca,0,0,0
NEMODINE 90MG. X10 COMPRIMIDOS L.P. (NIMODIPINA) DOLLDER,58.0,Insuaminca,0,0,0
"NEODIA  LEVONORGESTREL 1,5MG NEO QUIMICA",10.75,Insuaminca,0,0,0
NEOLEFRIN JBE 60ML SABOR CEREZA NEO QUIMICA,44.25,Insuaminca,0,0,0
NEOLEFRIN X 20COMP (FENILEFRINA 20MG / CARBINOXAMINA 4MG / PARACETAMOL 800MG) NEO QUIMICA,34.77,Insuaminca,0,0,0
NEOSORO GOTAS NASALES 0.5MG/ML X 30 ML (NAFAZOLINA) NEO QUIMICA,29.24,Insuaminca,0,0,0
NESCAFE TRADICION CAFÉ X 170GR,132.73,Insuaminca,0,0,0
NESCAFE TRADICION CAFÉ X 85GR,67.1,Insuaminca,0,0,0
NESTEA DURAZNO 450G NESTLE,87.59,Insuaminca,0,0,0
NESTEA LIMON 450G NESTLE,87.59,Insuaminca,0,0,0
NESTLE SAVOY CHOCOLATE C/LECHE CAJA 9 UNDS x 70GR,242.4,Insuaminca,0,0,0
NEUROLESS CITALOPRAM 20 MG X 15 TAB GLOBAL FARMA,80.6,Insuaminca,0,0,0
NEUROMIX X 1 AMP (COMPLEJO VITAMINA B1+B6+B12 + LIDOCAINA) LETI,19.44,Insuaminca,0,0,0
NEUROMIX X 10 COMPR (COMPLEJO B) LETI,15.8,Insuaminca,0,0,0
NEUROMIX X 30 COMP (CIANOCOBALAMINA+PIRIDOXINA+TIAMINA) LETI,40.93,Insuaminca,0,0,0
NEUTROX (ANTIACIDO) X 240 ML BIOFARCO,101.15,Insuaminca,0,0,0
NIFEDIPINA 10MG X 10TAB CAJA X 10 BLISTER LAND,67.96,Insuaminca,0,0,0
NIFEDIPINA 20MG X 10 TAB CAJA X 10 BLISTER LAND,86.92,Insuaminca,0,0,0
NIFEDIPINA 20MG X 15 TAB KLOMDAY,18.96,Insuaminca,0,0,0
NIFEDIPINA 20MG X30 TAB NIO PHARMACEUTICAL,20.39,Insuaminca,0,0,0
NIMESULIDE 100MG - PARACETAMOL 500MG X 10 TAB ARTE MEDICO,15.01,Insuaminca,0,0,0
NIMODIPINA 30MG X 30 TAB ANGELUS,79.02,Insuaminca,0,0,0
NIOSILIN POMADA X 20GR,60.85,Insuaminca,0,0,0
NIOVITAL X 30 TAB (MULTIVITAMINICO) NIO PHARMACEUTICAL,28.45,Insuaminca,0,0,0
NISTATINA 25.000 UI/G X 60G + 14 APLICADORES CREMA VAGINAL GEOLAB,79.02,Insuaminca,0,0,0
NITAZOXANIDA 100MG/5ML SUSP PED 60ML MEDRIKHA,77.44,Insuaminca,0,0,0
NITAZOXANIDA 500MG X 6 TAB LA SANTE,105.25,Insuaminca,0,0,0
NITAZOXANIDA 500MG X 6TAB MEDRIKHA,77.44,Insuaminca,0,0,0
NITROFUR 100 MG  X 10 TAB  (NITROFURANTOINA) CAJA X 10 BLISTER PRISM,165.94,Insuaminca,0,0,0
NITROFURANTOINA 100MG X 10 TAB CAJA X 10 BLISTER SAGA,181.75,Insuaminca,0,0,0
NOGINOX 1% X 7 APLICADORES 40G (NITRATO DE ISOCONAZOL) PHARMETIQUE,75.86,Insuaminca,0,0,0
NONAFOL 5MG X 10 TAB (ACIDO FOLICO) SIEGFRIED,15.8,Insuaminca,0,0,0
NONAFOL 5MG X 30 TAB (ACIDO FOLICO) SIEGFRIED,33.19,Insuaminca,0,0,0
NONAFOL ACIDO FOLICO 10 MG X 10 TAB SIEGFRIED,17.38,Insuaminca,0,0,0
NOPUCID LOCION X 100 ML (DECAMETRINA) DOLLDER,47.66,Insuaminca,0,0,0
NORBIT 4ML/2ML X 5AMP (NORADRENALINA) CELON LABS,131.17,Insuaminca,0,0,0
NORIFLAM AMP 75MG/3ML I.M CAJA X 6 AMP (DICLOFENACO SODICO) MED-LINE,94.82,Insuaminca,0,0,0
NORPRIM 81MG X 100 TAB F( ACIDO ACETILSALICILICO)ARQUI,55.31,Insuaminca,0,0,0
NORSINA 500MG-10 MG X 12 TAB (ACETAMINOFEN-HIOSCINA) BIOTECH,48.99,Insuaminca,0,0,0
NORTRICOL 200 FENOFIBRATO MICRONIZADO 200MG X 20 TAB SIEGFRIED,139.08,Insuaminca,0,0,0
"NOTISON 0,125MG X 20 COMPR (TRIAZOLAM) ROWE",60.06,Insuaminca,0,0,0
"NOTISON 0,25MG X 20 COMPR (TRIAZOLAM) ROWE",63.22,Insuaminca,0,0,0
NOVASIL H 0.1% LOCION 50 ML (BETAMETASONA) GLOBAL FARMA,107.47,Insuaminca,0,0,0
NOVHEPAR 90ML JBE VINCENTI,48.99,Insuaminca,0,0,0
NOVOVULATRAN 750-200-100MG X 7 OVULOS (METRONIDAZOL-MICONAZOL-LIDOCAINA) DEVA,173.05,Insuaminca,0,0,0
NOXPIRIN 125MG-0.5MG/5ML SOLUCION ORAL PED X 120ML SIEGFRIED,38.72,Insuaminca,0,0,0
NOXPIRIN 325MG-1.25MG/5ML SOLUCION ORAL PED X 120ML SIEGFRIED,62.43,Insuaminca,0,0,0
NOXPIRIN GRIP DISPENSADOR 25 BLISTER X 4 TAB SIEGFRIED,151.72,Insuaminca,0,0,0
NOXPIRIN SOL GOTAS PED X 15ML SIEGFRIED,22.92,Insuaminca,0,0,0
NUTAMIN X 10 TAB CAJA X 10 BLISTER MEDICAMENTOS ASIA,197.55,Insuaminca,0,0,0
NUTRACORT LOCION 1% X 120ML (HIDROCORTISONA) GALDERMA,293.95,Insuaminca,0,0,0
NUTRAGUM FIBRA X 21 GOMITAS 63GR,95.33,Insuaminca,0,0,0
NUTRAGUM X 25 GOMITAS (VITAMINA C) 75GR,63.25,Insuaminca,0,0,0
NUTRAMIGEN PREMIUM CON LGG 357G MEAD JOHNSON,388.78,Insuaminca,0,0,0
NUTRAMIN SOL. DE AMINOACIDOS CRISTALINOS AL 8.5% X 500 ML BEHRENS,463.85,Insuaminca,0,0,0
NUTRICIONAL YEAST POWDER 10 OZ  NOW DE VENEZUELA,284.47,Insuaminca,0,0,0
NUTRI-DEFEN X 30 CAP (JENGIBRE-ZINC-VIT C) COSMELAB,170.68,Insuaminca,0,0,0
NUTRIFARM X 30CAPS BLANDAS (VITAMINAS / MINERALES) PHARMATECH,86.13,Insuaminca,0,0,0
OCUPRED 1% 5ML ( PREDNISOLONA ACETATO ) OFTALMI,106.59,Insuaminca,0,0,0
"OCUTRADEX-S GTA OFT 0,3%-0,1% X 5ML (TOBRAMICINA-DEXAMETASONA) PRISM",51.36,Insuaminca,0,0,0
OFAFLAN 12.5MG X 6 SUPOSITORIOS (DICLOFENAC POTASICO) ELMOR,58.47,Insuaminca,0,0,0
OFAFLAN 2MG/ML JBE X 120ML (DICLOFENAC POTASICO) ELMOR,55.31,Insuaminca,0,0,0
OFAFLAN GOTAS 15MG/ML X 30ML (DICLOFENAC POTASICO) ELMOR,22.13,Insuaminca,0,0,0
OLAFINE-10 (OLANZAPINA) 10 MG X 10 TAB CAJA X 10 BLISTER PRISM,355.59,Insuaminca,0,0,0
OLANZAPINA 5MG X 10 TAB KMPLUS,17.38,Insuaminca,0,0,0
OLMECAR 20MG X 30 COMPR (OLMESARTAN) LETI,75.07,Insuaminca,0,0,0
"OLMESARTAN + HCT 40MG-12,5MG X 10 TAB LA SANTE",45.04,Insuaminca,0,0,0
OLMESARTAN 20MG X 30TAB BUKA,64.01,Insuaminca,0,0,0
OLMESARTAN MEDOXOMIL 20MG X 10 TAB LA SANTE,23.71,Insuaminca,0,0,0
OLMESARTAN MEDOXOMIL 40 MG X 10 TAB LA SANTE,41.88,Insuaminca,0,0,0
OMEGA MAX III 1000MG X 50 CAP VITAL WAY,82.97,Insuaminca,0,0,0
OMEGEL 1000MG X 30 CAPS (OMEGA-3) VIVAX,78.55,Insuaminca,0,0,0
OMEPRAZOL 20 MG  X 14 TAB BUKA,18.96,Insuaminca,0,0,0
OMEPRAZOL 20MG X 28 CAP CALOX,63.85,Insuaminca,0,0,0
OMEPRAZOL 20MG X 28 CAP SPEFAR,51.36,Insuaminca,0,0,0
OMEPRAZOL 20MG X 30 CAP. MEDIGEN,62.43,Insuaminca,0,0,0
OMEPRAZOL 20MG X 8 CAP LA SANTE,18.96,Insuaminca,0,0,0
OMEPRAZOL 40MG X 1 AMP IV LIALI,15.01,Insuaminca,0,0,0
OMEPRAZOL 40MG X 10 CAP GENVEN,30.82,Insuaminca,0,0,0
OMEPRAZOL 40MG X 10 CAP KMPLUS,13.43,Insuaminca,0,0,0
ONDACARE 8MG X 10 TAB (ONDANSETRON) MACHEAL LAB,88.5,Insuaminca,0,0,0
ONDAMED 4 MG X 10 TAB (ONDASETRON) PHARMAMED,28.45,Insuaminca,0,0,0
ONDAMED 8 MG X 10 TAB (ONDASETRON) PHARMAMED,47.41,Insuaminca,0,0,0
ONDANSETRON 4MG X 10 COMPR KLINOS,77.76,Insuaminca,0,0,0
ONDANSETRON 8MG/4ML X 5 AMP JMW,71.12,Insuaminca,0,0,0
ONDANSETRON AMP 4MG/2ML I.V CAJA X 10 AMP KMPLUS,150.14,Insuaminca,0,0,0
ONDANSETRON AMP 8MG/4ML I.V CAJA X 10 AMP KMPLUS,197.55,Insuaminca,0,0,0
ONDANSETRON INY 2 MG/ML 4 MG X 1 AMP KLINOS,42.99,Insuaminca,0,0,0
ONDANSETRON INY 2 MG/ML 8 MG X 1AMP KLINOS,70.96,Insuaminca,0,0,0
ONDASETRON 4G/2ML I.V AMP BIOSANO,13.43,Insuaminca,0,0,0
ONDASETRON 8MG X 15 TAB KLOMDAY,30.03,Insuaminca,0,0,0
ONDASETRON 8MG/4ML I.V AMP BIOSANO,17.38,Insuaminca,0,0,0
ONDASETRON AMP I.M./I.V. 8MG/4ML BLISTER X 5 AMP BRIXMEDIC,34.77,Insuaminca,0,0,0
ONDATRIN 2 MG /2 ML X 5 AMP. (ONDANSETRON) BEHRENS,395.1,Insuaminca,0,0,0
ONDATRIN 8MG / 4 ML X 1 AMP. (ONDANSETRON) BEHRESN,64.01,Insuaminca,0,0,0
"OPAT 0,1% SOLUCIÓN (OLOPATADINA) OFTALMI",67.17,Insuaminca,0,0,0
"OPHTHARON-GS SOL OFT 0,3% X 5ML (GENTAMICINA) FUGEN",32.4,Insuaminca,0,0,0
"OPHTHARON-TD SOL OFT 0,3%-0,1% X 5ML (TOBRAMICINA-DEXAMETASONA) FUGEN",45.83,Insuaminca,0,0,0
"OPHTHARON-TM SOL OFT 0,5% X 5ML (TIMOLOL) FUGEN",30.82,Insuaminca,0,0,0
OPRAH LEVONORGESTREL 0.100 MG/ ETINILESTRADIOL 0.020 MG 21 COMPR EXELTIS,115.37,Insuaminca,0,0,0
OPRAZ 40MG I.V. X 1AMP (OMEPRAZOL) PRISM,15.01,Insuaminca,0,0,0
OPTI QUA 20mg+5mg SOLUCION OFTALMICA 5mL (DORZOLAMIDA/TIMOLOL) BIOESTERIL.,180.96,Insuaminca,0,0,0
ORALZINC SALES DE REHIDRATACION SOL ORAL  X 1SOBRE S/ MANDARINA ZUOZ,58.47,Insuaminca,0,0,0
ORGANIC LIQUID MONK FRUIT (EDULCORANTE SIN CALORIAS) NOW DE VENEZUELA,349.27,Insuaminca,0,0,0
ORLIDIET 120MG X 30 CAP (ORLISTAT) MEGALABS,303.91,Insuaminca,0,0,0
ORLIDIET 60MG X 30CAP (ORLISTAT) MEGALABS,177.8,Insuaminca,0,0,0
ORLISTAT 120MG X 30 CAP COLMED,231.37,Insuaminca,0,0,0
ORTOBAN GUATA ORTOPEDICO  4X3 (10 CMTS) PAQUETE X 6 UDS BSN,192.49,Insuaminca,0,0,0
ORTOBAN YESO 3X3 YDS 7.5CM X 2.7 M,27.5,Insuaminca,0,0,0
ORTOBAN YESO 4X3 YDS 10CM X 2.7 M,35.75,Insuaminca,0,0,0
ORTOBAN YESO 6X3 YDS 15 CM X 2.7 M GENIA CARE,53.16,Insuaminca,0,0,0
OTAN SOL GOTAS 5ML VINCENTI,55.31,Insuaminca,0,0,0
OXACILINA 1G I.M./I.V. KMPLUS PHARMACEUT,12.64,Insuaminca,0,0,0
OXCARBAZEPINA 300MG X 30 TAB LATTAN,94.82,Insuaminca,0,0,0
OXCARBAZEPINA 600MG X 10 TAB VINCENTI,149.35,Insuaminca,0,0,0
OXIDO DE ZINC X 25GR ALPHA BMT,42.17,Insuaminca,0,0,0
OXIDREN 150MG X 1 COMPR (RISEDRONATO SODICO) LETIFEM,58.47,Insuaminca,0,0,0
OXOLAMINA 28MG/5ML JBE PED 120ML GENCER,55.47,Insuaminca,0,0,0
OXOLAMINA 50MG/5ML JBE ADUL 120ML GENCER,56.89,Insuaminca,0,0,0
PACLIT AMP 300MG/50ML (PACLITAXEL) PRISM,597.39,Insuaminca,0,0,0
"PACLITAXEL 100MG/16,7ML I.V X1 AMP BRIXMEDIC",1139.47,Insuaminca,0,0,0
PACLITAXEL 300MG/50ML I.V. X1 AMP BRIXMEDIC,1565.61,Insuaminca,0,0,0
PAMOATO DE PIRANTEL 250MG/5ML X 15 ML GENFAR,23.71,Insuaminca,0,0,0
PANDEV 40MG X 28 TAB (PANTOPRAZOL) DEVA,70.33,Insuaminca,0,0,0
PANTOBIO PLUS 40MG X 30 TAB (PANTOPRAZOL) BIO-MERCY,56.89,Insuaminca,0,0,0
PANTOPRAZOL + DOMPERIDONA 40MG / 30MG X 10 TAB CAJA X 10 BLISTER JMW,158.04,Insuaminca,0,0,0
PANTOPRAZOL 20MG X 10 TAB COLMED,47.89,Insuaminca,0,0,0
PANTOPRAZOL 40MG X 10 COMP. GENVEN,34.77,Insuaminca,0,0,0
PANTOPRAZOL 40MG X 10 TAB LA SANTE,46.62,Insuaminca,0,0,0
PANTOPRAZOL 40MG X 7 TAB CALOX,28.45,Insuaminca,0,0,0
PANTOPRAZOL 40MG X 7 TAB GDG PHARMA,15.01,Insuaminca,0,0,0
PANTOPRAZOL AMP 40MG I.M/I.V X 1AMP ZAKI,22.13,Insuaminca,0,0,0
PANTOPRAZOL AMP 40MG I.M-I.V KMPLUS,17.38,Insuaminca,0,0,0
PAÑAL ADULTO SECUREZZA COMFORT TALLA L X 6 UND PHARSANA,109.08,Insuaminca,0,0,0
PAÑAL ADULTO SECUREZZA COMFORT TALLA M X 6 UND PHARSANA,96.25,Insuaminca,0,0,0
PAÑAL AMY SOFTY TALLA M X 10 UNIDS PHARSANA,39.42,Insuaminca,0,0,0
PAÑAL AMY SOFTY TALLA XG X 20 UNIDS PHARSANA,100.1,Insuaminca,0,0,0
"PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA G X 20 UNDS (9KG A 12,5KG)",107.25,Insuaminca,0,0,0
"PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA G X 30 UNDS (9KG A 12,5KG)",150.33,Insuaminca,0,0,0
"PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA M X 20 UNDS (5,5KG A 9,5KG)",96.25,Insuaminca,0,0,0
"PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA M X 30 UNDS (5,5KG A 9,5KG)",135.66,Insuaminca,0,0,0
PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA XG X 20 UNDS (12KG A 15KG),128.33,Insuaminca,0,0,0
PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA XG X 30 UNDS (12KG A 15KG),181.49,Insuaminca,0,0,0
PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA XXG X 20 UNDS (MAS DE 14KG),139.33,Insuaminca,0,0,0
PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA XXG X 30 UNDS (MAS DE 14KG),195.24,Insuaminca,0,0,0
PAÑAL HUGGIES ACTIVE SEC (VERDE) TALLA XXXG X 30 UNDS (MAS DE 16KG),206.24,Insuaminca,0,0,0
"PAÑAL HUGGIES NATURAL CARE (ROJO) TALLA G X 30UNDS (9KG A 12,5KG)",221.82,Insuaminca,0,0,0
"PAÑAL HUGGIES NATURAL CARE (ROJO) TALLA M X 30 UNDS (5,5KG A 9,5KG)",177.83,Insuaminca,0,0,0
"PAÑAL HUGGIES NATURAL CARE (ROJO) TALLA P X 30 UNDS (3,5KG A 6KG)",153.99,Insuaminca,0,0,0
PAÑAL HUGGIES NATURAL CARE (ROJO) TALLA XG X 30 UNDS (12 A 15KG),263.07,Insuaminca,0,0,0
PAÑAL HUGGIES NATURAL CARE (ROJO) TALLA XXG X 30 UNDS (MAS DE 14KG),280.49,Insuaminca,0,0,0
PAÑAL P/ ADULTOS TENA SLIP CLASICO X 9 UNDS TALLA M,167.74,Insuaminca,0,0,0
PAÑAL PARA BEBE T/L X 80 COMFIES,329.8,Insuaminca,0,0,0
PAÑAL PARA BEBE T/M X 80 COMFIES,311.47,Insuaminca,0,0,0
PAÑAL SIEMPRESECO ADULTO TALLA M X 6 UNI PHARSANA,64.16,Insuaminca,0,0,0
"PAÑALES DE ADULTO TIPO PANTS TALLA G X 8 UNDS, BTO X 6 UNDS MIMLOT",846.97,Insuaminca,0,0,0
PAÑALES DESECHABLES TALLA G 8-19KG X 20 UNDS MIMLOT,91.66,Insuaminca,0,0,0
PAÑALES DESECHABLES TALLA M 5-9KG X 22 UNDS. BTOX6 UNDS  MIMLOT,544.48,Insuaminca,0,0,0
PAÑALES NEO BABY TALLA G X 10 PHARSANA,33.92,Insuaminca,0,0,0
PAÑALES NEO BABY TALLA M X 10 PHARSANA,36.3,Insuaminca,0,0,0
PAÑALES PAMPERS BABY-DRY 3 (7-13 KG) X 32 UNDS P&G,302.49,Insuaminca,0,0,0
PAÑALES PARA BEBE TALLA XXL PAQUETE X 12 UNID NUBECITA DOROPHARMA,82.5,Insuaminca,0,0,0
PAPAVERYL SOL GOTAS 10MG/ML X 30ML (PAPAVERINA) VINCENTI,68.75,Insuaminca,0,0,0
PAPAYA FRUIT X 30 TAB MAST (PANCREATINA / PROTEASA / AMILASA / PAPAYA) PHARMATECH,88.34,Insuaminca,0,0,0
PAR DE MULETAS DE ADULTO INSUAMINCA,246.54,Insuaminca,0,0,0
PAR DE MULETAS DE NIÑO INSUAMINCA,226.0,Insuaminca,0,0,0
PARACETAMOL + TIOCOLCHICOSIDO 500MG-4MG X 10 TAB CAJA X 10 BLISTER JMW,553.14,Insuaminca,0,0,0
PARACETAMOL 500MG X 10 TAB CAJA X 10 BLISTER (ACETAMINOFEN) LAND,64.8,Insuaminca,0,0,0
PARACETAMOL 500MG X 10 TAB CAJA X 10 BLISTER JMW,47.41,Insuaminca,0,0,0
PARACETAMOL 500MG X 30 TAB MEDRIKHA,24.65,Insuaminca,0,0,0
PARAFINA LIQUIDA X 250 ML F.S.I *,115.5,Insuaminca,0,0,0
PASTA AL AGUA X 100 GR RECETTEMARK,62.33,Insuaminca,0,0,0
PASTA AL AGUA X 150 GR RECETTEMARK,79.2,Insuaminca,0,0,0
PASTA AL AGUA X 150G F.S.I *,92.58,Insuaminca,0,0,0
PATO DE PLASTICO X1 UND MODERPLAST,82.5,Insuaminca,0,0,0
PEANUT BUTTER CREMA X 510GR (CREMA DE MANI) PAMPA,106.33,Insuaminca,0,0,0
PEDI JABON C/ OXIDO DE ZINC X 100GR,27.5,Insuaminca,0,0,0
PEDIACORT SOL ORAL 3MG PED X 60ML (PREDNISOLONA) OFTALMI,96.4,Insuaminca,0,0,0
PEGYT 150MG X 20 CAP (PREGABALINA) LETI,115.37,Insuaminca,0,0,0
PEGYT 75MG X 20 CAP (PREGABALINA) LETI,64.01,Insuaminca,0,0,0
PELOTA ANTI-ESTRES INSUAMINCA,41.09,Insuaminca,0,0,0
PEMETREXED 500MG I.V. X1 AMP BRIXMEDIC,1703.67,Insuaminca,0,0,0
PENICILINA 6.3.3 I.M AMP EL MORRO,7.9,Insuaminca,0,0,0
PENICILINA G BENZATINICA 2.400.000 U.I X 1 AMP VITALIS,16.12,Insuaminca,0,0,0
PENTOXIFILINA 400MG X 30TAB LIBERACION PROLONGADA ALFA,110.63,Insuaminca,0,0,0
PERA VAGINAL CON CANULA FLEXIBLE MODERPLAST,88.91,Insuaminca,0,0,0
PEREBRON JBE 28MG/5ML X 120ML S/ FRAMBUESA (OXOLAMINA) ELMOR,48.2,Insuaminca,0,0,0
PEREBRON JBE 28MG/5ML X 120ML S/ MIEL Y LIMON (OXOLAMINA) ELMOR,55.31,Insuaminca,0,0,0
PERLAVIS FEMME BAÑO INTIMO X 200ML FC PHARMA,67.83,Insuaminca,0,0,0
PERLAVIS FEMME BAÑO INTIMO X 360ML FC PHARMA,87.08,Insuaminca,0,0,0
PERLAVIS FEMME PLUS BAÑO INTIMO X 200ML FC PHARMA,95.33,Insuaminca,0,0,0
PERLAVIS FEMME TEENS BAÑO INTIMO X 200ML FC PHARMA,70.58,Insuaminca,0,0,0
PERLAVIS HOMBRE BAÑO INTIMO 200ML FC PHARMA,69.66,Insuaminca,0,0,0
PEROXIDO DE BENZOILO 5% GEL X 30GR SGG,33.98,Insuaminca,0,0,0
PERTEN 250MG X 20 TAB (TERBINAFINA) SIEGFRIED,118.06,Insuaminca,0,0,0
PERTEN SOLUCION TOPICA X 30ML SIEGFRIED,74.28,Insuaminca,0,0,0
PHARMAFIX 20CM X 10M X 1 UNID PHARMAPLAST,170.49,Insuaminca,0,0,0
PHARMA-KT 5CMX5M DE COLORES,91.66,Insuaminca,0,0,0
PHARMAPORE 10 CM X 35 CM X 5 APOSITOS GENIACARE,55.0,Insuaminca,0,0,0
"PHARMAPORE PU I.V. X 5CM X 5,7CM P/ FIJACION DE CANULAS X 20 APOSITOS PHARMAPLAST",110.0,Insuaminca,0,0,0
PHARMATINEX X 30 CAP PHARMATECH,205.45,Insuaminca,0,0,0
PHESTAL 500MG X 6 TAB (NITAZOXANIDA) GLOBAL FARMA,118.85,Insuaminca,0,0,0
PHESTAL SUSP 100MG/5ML X 30 ML (NITAZOXANIDA) GLOBAL FARMA,128.8,Insuaminca,0,0,0
PIGRAL 75MG X 14 COMPR (CLOPIDOGREL) ROWE,70.64,Insuaminca,0,0,0
PINADRINA 1MG/ML X 1 AMP (ADRENALINA) PISA,10.27,Insuaminca,0,0,0
PINAVERIUM BROMURO 100MG X 20 TAB CALOX,77.44,Insuaminca,0,0,0
PINAVERIUM BROMURO 50MG X 20 TAB CALOX,64.01,Insuaminca,0,0,0
PINAVIX 100MG X 30 COMPR (BROMURO DE PINAVERIO) ROWE,194.23,Insuaminca,0,0,0
PINVEX 5G SOLUCION TOPICO BUCAL10ML (ANTRAQUINONA / ACIDO SALICILICO) COFASA,105.57,Insuaminca,0,0,0
"PIPERACILINA TAZOBACTAM AMP 4,5GR VITALIS",97.19,Insuaminca,0,0,0
PIPERACILINA+TAZOBACTAM 4.5G I.V AMP KMPLUS,102.73,Insuaminca,0,0,0
PIPERAZINA 500MG/5ML JBE 120 ML INNOVACION,33.98,Insuaminca,0,0,0
PIPERAZINA 500MG/5ML JBE 120ML BIOQUIMICA,26.87,Insuaminca,0,0,0
PIRACETAM 800MG X 10TAB CAJA X 10 BLISTER JMW,711.18,Insuaminca,0,0,0
PIRANTEL 250MG X 10TAB CAJA X 6 BLISTER GENFAR,251.28,Insuaminca,0,0,0
