Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,,Unnamed: 6,Unnamed: 7,Unnamed: 8,None.1,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29
M-1869,,JARABE SABEMIEL MIEL + BERRO + SABILA + JENGIBRE + CEBOLLA MORADA X 180 ML,2.81,24.810052000000002,FRASCO X 180 ML,DROVENPLUS,1770918,09/2024,NACIONAL / IMPORTADO,,7592710001055,0,0,,,,,,,,,,,,,,,,
M-1871,,JARABE SABEMIEL PLUS X 180 ML,2.81,24.810052000000002,FRASCO X 180 ML,DROVENPLUS,1780917,09/2024,NACIONAL / IMPORTADO,,7592710001062,0,0,,,,,,,,,,,,,,,,
Q-175,,JERINGA 10 CC  21G X 1 1/2 C/R,0.11818181818181812,1.0434509090909085,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,100,7595059000754,0,0,,,,,,,,,,,,,,,,
M-1161,,KATIVIL (L-CARNITINA)  1G/ 10 ML SOL ORAL X 90 ML (SIN AZUCAR),4.92,43.439664,FRASCO X 90 ML,COFASA,20183,06/2025,NACIONAL / IMPORTADO,,7591818000205,0,0,,,,,,,,,,,,,,,,
M-1462,,KATIVIL (L-CARNITINA) 1 G/ 10 ML X 120 ML JARABE (SIN AZUCAR),6.51,57.478092,FRASCO X 120 ML,COFASA,20273,07/2025,NACIONAL / IMPORTADO,,7591818716694,0,0,,,,,,,,,,,,,,,,
M-1727,,KETAZOL (KETOCONAZOL) 2% X 60 ML CHAMPU,11,97.1212,FRASCO X 60 ML,LAB. VARGAS,2208037,08/2024,NACIONAL / IMPORTADO,,7592349722949,0,0,,,,,,,,,,,,,,,,
M-1679,,KETODAC (KETOPROFENO) 100 MG X 10 CAPSULAS BLANDAS,1.87,16.510604,CAJA X 10 CAP,DAC,220056,02/2024,NACIONAL / IMPORTADO,,7598578000353,0,0,,,,,,,,,,,,,,,,
M-0482 ,,KETOPROFENO 100 MG X 10 TAB,1.5,13.2438,CAJA X 10 TAB,PLUSANDEX,6574,08/2027,NACIONAL / IMPORTADO,,7594001101178,0,0,,,,,,,,,,,,,,,,
M-0479,,KETOPROFENO 100MG TAB X 10,2.69,23.750548,CAJA X 10 TAB,COFASA,10365,08/2025,NACIONAL / IMPORTADO,,7591818113058,0,0,,,,,,,,,,,,,,,,
M-0771,,KETOPROFENO 100MG X 20 TAB RECUBIERTAS,2.35,20.748620000000003,CAJA X 20 TAB,PLUSANDEX,6579,09/2027,NACIONAL / IMPORTADO,,7594001101185,0,0,,,,,,,,,,,,,,,,
L-0105,,KETOPROFENO 50 MG/ML INY ,0.55,4.85606,AMPOLLA,LAND,KE12101-KE22201,11/2023-05/2024,NACIONAL / IMPORTADO,,7598008001196,0,0,,,,,,,,,,,,,,,,
M-0461,,KETOROLAC 10 MG X 20 COMP,1.89,16.687188,CAJA X 20 COMP,SPEFAR,1112,07/2024,NACIONAL / IMPORTADO,,7590027001942,0,0,,,,,,,,,,,,,,,,
M-0331,,KETOROLAC 20MG X 10 COMP,1.88,16.598896,CAJA X 10 COMP,SPEFAR,1122,07/2024,NACIONAL / IMPORTADO,,7590027001997,0,0,,,,,,,,,,,,,,,,
M-1783,,KETOROLACO 30 MG X 4 TAB (PHARMETIQUE),3.01,26.575892,CAJA X 4 TAB,LA SANTÉ,3284660,03/2024,NACIONAL / IMPORTADO,,7703763791569,0,0,,,,,,,,,,,,,,,,
Q-220,,KIT DE CESAREA X 60 G,19.500000000000004,172.16940000000002,KIT,CMV,,,MÉDICO / QUIRÚRGICO,1,,0,0,,,,,,,,,,,,,,,,
Q-221,,KIT DE LAPARATOMIA ESTERIL X 40 G,19.500000000000004,172.16940000000002,KIT,CMV,,,MÉDICO / QUIRÚRGICO,1,,0,0,,,,,,,,,,,,,,,,
M-0293,,LABICIS (ACICLOVIR) 50MG CREMA,3.27,28.871484000000002,TUBO,BOOZ,220023,05/2024,NACIONAL / IMPORTADO,,7597072000234,0,0,,,,,,,,,,,,,,,,
M-0552,,LACRIDOS SOL.OFTALMICA,3.92,34.610464,FRASCO X 15 ML,OFTALMI,042595-042596,07/2025,NACIONAL / IMPORTADO,,7591196000286,0,0,,,,,,,,,,,,,,,,
M-0018,,LACTOVAC (LACTOBACILLUS ACIDOPHILUS) ADULTO X 12 ML ,2.21,19.512532,FRASCO X 12 ML,PROBIOTIC,P0104220817,04/2023,NACIONAL / IMPORTADO,,7596855000027,0,0,,,,,,,,,,,,,,,,
M-1689,,"LACTULAXY (LACTULOSA) 66,7 MG/ML X 120 ML SUSP SABOR CIRUELA (EQ. MODERAN)",3,26.4876,FRASCO X 120 ML,AIRELA,21J0143,10/2023,NACIONAL / IMPORTADO,,7894164005925,0,0,,,,,,,,,,,,,,,,
M-1736,,"LACTULAXY (LACTULOSA) 66,7 MG/ML X 120 ML SUSP SABOR COCTEL DE FRUTAS (EQ. MODERAN)",3,26.4876,FRASCO X 120 ML,AIRELA,21K0089,11/2023,NACIONAL / IMPORTADO,,7594164005932,0,0,,,,,,,,,,,,,,,,
M-1852,,LAMOTRIGINA 100 MG X 10 TAB (EQ. EPITRAL),0.65,5.738980000000001,BLISTER X 10 TAB,JMW,AT21104,06/2024,NACIONAL / IMPORTADO,,30144,0,0,,,,,,,,,,,,,,,,
L-0083,,"LANDGRA (SILDENAFILO)  100 MG GEL ORAL SABOR ""BANANA""       (EQ. KAMAGRA)",0.78,6.886776,SOBRE,LAND,LJ2321B,02/2024,NACIONAL / IMPORTADO,,7598008001066,0,0,,,,,,,,,,,,,,,,
L-0079,,"LANDGRA (SILDENAFILO)  100 MG GEL ORAL SABOR ""FRAMBUESA""  (EQ. KAMAGRA)",0.78,6.886776,SOBRE,LAND,LJ2321R,02/2024,NACIONAL / IMPORTADO,,7598008001110,0,0,,,,,,,,,,,,,,,,
L-0080,,"LANDGRA (SILDENAFILO)  100 MG GEL ORAL SABOR ""MANGO""          (EQ. KAMAGRA)",0.78,6.886776,SOBRE,LAND,LJ2321M,02/2024,NACIONAL / IMPORTADO,,7598008001097,0,0,,,,,,,,,,,,,,,,
L-0081,,"LANDGRA (SILDENAFILO)  100 MG GEL ORAL SABOR ""NARANJA""      (EQ. KAMAGRA)",0.78,6.886776,SOBRE,LAND,LJ2321O,02/2024,NACIONAL / IMPORTADO,,7598008001103,0,0,,,,,,,,,,,,,,,,
L-0082,,"LANDGRA (SILDENAFILO)  100 MG GEL ORAL SABOR ""PIÑA""              (EQ. KAMAGRA)",0.78,6.886776,SOBRE,LAND,LJ2321P,02/2024,NACIONAL / IMPORTADO,,7598008001073,0,0,,,,,,,,,,,,,,,,
L-0077,,"LANDGRA (SILDENAFILO) 100 MG GEL ORAL ""SIETE SABORES""         (EQ. KAMAGRA)",5.14,45.382087999999996,CAJA X 7 SOBRES,LAND,LJ1321,02/2024,NACIONAL / IMPORTADO,,7598008001042,0,0,,,,,,,,,,,,,,,,
M-0178,,LANSOPRAZOL 30 MG X 28 CAP,2.71,23.927132,CAJA X 28 CAP,CALOX ,31597,11/2023,NACIONAL / IMPORTADO,,7591519001624,0,0,,,,,,,,,,,,,,,,
M-0755,,LEPRIT (LEVOSULPIRIDE)  ENZIMATICO X 6 GRAGEAS .ÉLTER ,8.12,71.69310399999999,CAJA X 6 GRAGEAS,LA SANTÉ,3273180,08/2023,NACIONAL / IMPORTADO,,7703763208920,0,0,,,,,,,,,,,,,,,,
L-0109,,LEVOFLOXACINA 500MG/100 ML INFUSION INTRAVENOSA,1.24,10.948208,VIAL,LAND,R3160050,11/2023,NACIONAL / IMPORTADO,,7598008001202,0,0,,,,,,,,,,,,,,,,
M-0916,,LEVOFLOXACINA 750 MG X 10 TAB,4.15,36.641180000000006,BLISTER X 10 TAB,BALAXI,D052,11/2023,NACIONAL / IMPORTADO,,18906101702067,0,0,,,,,,,,,,,,,,,,
M-1516,,LEVOFLOXACINO 500 MG/ 100 ML SOL PARA INF IV ,7.22,63.746824,FRASCO X 100 ML,KODO PHARMA,200412,04/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
M-1430,,"LEVONORGESTREL (DIA-D)                                                                                                                                           PASTILLA DE EMERGENCIA 1,5 MG  X 1 COMP",0.75,6.6219,CAJA X 1 COMP,CIMED,2103053,02/2023,NACIONAL / IMPORTADO,,7896523216812,0,0,,,,,,,,,,,,,,,,
L-0050,,"LEVONORGESTREL + ETINILESTRADIOL (0,15 MG + 0,03 MG) TABLETAS",1.95,17.21694,CAJA X 21 COMP,LAND,ETM21036,11/2024,NACIONAL / IMPORTADO,,7598008000465,0,0,,,,,,,,,,,,,,,,
L-0055,,"LEVONORGESTREL 1,5 MG TABLETAS (PASTILLA DE EMERGENCIA) (EQ. POSTINOR 1)",1.24,10.948208,CAJA X 1 TAB,LAND,T10121,10/2024,NACIONAL / IMPORTADO,,7598008000472,0,0,,,,,,,,,,,,,,,,
M-0788,,LEVORAT (LEVOCETIRIZINA) 5MG X 10 TABLETAS RECUBIERTAS,2.15,18.982779999999998,CAJA X 10 TAB,OFTALMI,I052594,05/2025,NACIONAL / IMPORTADO,,75911960004758,0,0,,,,,,,,,,,,,,,,
M-1142,,LEVOTEC (LEVOFLOXACINA) 500 MG 5MG/ML x 100ML SOLUCION P/ INFUSIÓN INTRAVENOSA,3.52,31.078784000000002,FRASCO X 100 ML,LAB BEHRENS,2100153,07/2023,NACIONAL / IMPORTADO,,7692637000113,0,0,,,,,,,,,,,,,,,,
M-1298,,LEVOTIROXINA 100 MCG X 10 TAB,0.77,6.798484,BLISTER X 10 TAB,JMW,AT20147,08/2023,NACIONAL / IMPORTADO,,8906089281205,0,0,,,,,,,,,,,,,,,,
M-1120,,LEVOTIROXINA 100 MCG X 30 TAB,2.09,18.453028,CAJA X 30 TAB,DAC,V189,01/2024,NACIONAL / IMPORTADO,,8906121690071,0,0,,,,,,,,,,,,,,,,
L-0016,,LEVOTIROXINA SODICA 100 MCG TABLETAS,0.82,7.2399439999999995,CAJA X 10 TAB,LAND,TL1010002,01/2025,NACIONAL / IMPORTADO,,7598008000489,0,0,,,,,,,,,,,,,,,,
L-0052,,LEVOTIROXINA SODICA 25 MCG TABLETAS,0.64,5.650688000000001,CAJA X 10 TAB,LAND,TL103002,12/2024,NACIONAL / IMPORTADO,,7598008000502,0,0,,,,,,,,,,,,,,,,
L-0017,,LEVOTIROXINA SODICA 50 MCG TABLETAS,0.65,5.738980000000001,CAJA X 10 TAB,LAND,TL1020001-TL1020002,06/2024-12/2024,NACIONAL / IMPORTADO,,7598008000496,0,0,,,,,,,,,,,,,,,,
M-0527,,LINEZID 600 MG/300 ML INF,13.76,121.489792,FRASCO,LAB BEHRENS,2100170,07/2023,NACIONAL / IMPORTADO,,7592637396876,0,0,,,,,,,,,,,,,,,,
Q-151,,LLAVE DE 3 VIAS ,0.3,2.64876,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,1,810028130135,0,0,,,,,,,,,,,,,,,,
D-0125,,LOCION LIMPIADORA 110 ML,2.84,25.074928,FRASCO,FARMAGENIK,2689,06/2025,NACIONAL / IMPORTADO,,112244006691,0,0,,,,,,,,,,,,,,,,
D-0057,,LOCION MC (ANTIACNÉ) X 110 ML,2.5,22.073,FRASCO,FARMAGENIK,2467,09/2024,NACIONAL / IMPORTADO,,112244006660,0,0,,,,,,,,,,,,,,,,
M-0844,,LORADEX (LORATADINA) 10MG X 10 TAB,0.83,7.3282359999999995,CAJA X 10 TAB,PLUSANDEX,6435,06/2027,NACIONAL / IMPORTADO,,7594001101383,0,0,,,,,,,,,,,,,,,,
M-1192,,LORADEX (LORATADINA) 1MG/ML X 60 ML JARABE,1.72,15.186224,FRASCO X 60 ML,PLUSANDEX,6640,09/2025,NACIONAL / IMPORTADO,,7594001101444,0,0,,,,,,,,,,,,,,,,
M-1857,,LORATADINA (TILORAN) 10 MG X 100 TAB,3.57,31.520243999999998,FRASCO X 100 TAB,JMW,SP531,11/2024,NACIONAL / IMPORTADO,,118904180211753,0,0,,,,,,,,,,,,,,,,
M-1858,,LORATADINA (TILORAN) 10 MG X 50 TAB,2.21,19.512532,FRASCO X 50 TAB,JMW,SP530,11/2024,NACIONAL / IMPORTADO,,18904180211753,0,0,,,,,,,,,,,,,,,,
M-1531,,LORATADINA 10 MG DISPENSADOR X 25 BLISTER X 5 TAB (MEDIGEN),12.61,111.336212,CAJA X 25 BLISTER ,OFTALMI,I081173,08/2023,NACIONAL / IMPORTADO,,7591196006219,0,0,,,,,,,,,,,,,,,,
M-0493,,LORATADINA 10 MG TAB X10,1.07,9.447244000000001,CAJA X 10 TAB,OFTALMI,I121277,12/2023,NACIONAL / IMPORTADO,,7591196002990,0,0,,,,,,,,,,,,,,,,
L-0032,,LORATADINA 10 MG TABLETAS,0.61,5.385812,CAJA X 10 TAB,LAND,TL1000002,12/2024,NACIONAL / IMPORTADO,,7598008000526,0,0,,,,,,,,,,,,,,,,
M-1572,,LORAVAL (LORATADINA) 5MG/5ML X 60 ML JARABE PEDIATRICO,2.02,17.834984000000002,FRASCO X 60 ML,VALMORCA,64,05/2024,NACIONAL / IMPORTADO,,7591020001342,0,0,,,,,,,,,,,,,,,,
M-1864,,"LORECORT (LORATADINA 1 MG + BETAMETASONA 0,05 MG) x 60 ML SOLUCION ORAL",4.6,40.61432,FRASCO X 60 ML,OFTALMI,072035-072208,07/2024,NACIONAL / IMPORTADO,,7591196004475,0,0,,,,,,,,,,,,,,,,
L-0099,,LOSARTAN POTASICO 100 MG TABLETAS,0.88,7.769696000000001,BLISTER X 10 TAB,LAND,TL1110001,10/2024,NACIONAL / IMPORTADO,,7598008000724,0,0,,,,,,,,,,,,,,,,
M-1808,,LOWPRESS (CLORHIDRATO DE CLONIDINA) 150 MCG/ ML X 1 ML AMPOLLA DE USO IV,3.21,28.341732,AMPOLLA,LAB BEHRENS,2200179,06/2024,NACIONAL / IMPORTADO,,7592637397040,0,0,,,,,,,,,,,,,,,,
Q-181,,MASCARA DE OXIGENO PEDIATRICO,0.8200000000000002,7.239944000000001,UND,MC MEDICAL,,,MÉDICO / QUIRÚRGICO,1,810028130422,0,0,,,,,,,,,,,,,,,,
D-0127,,MASCARILLA BLANCA KN95,6.5,57.3898,CAJA X 20 ,KN95,,,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
D-0132,,MASCARILLA DESECHABLE  PARA NIÑOS KF94,1.82,16.069144,PAQUETE X 10 UNIDADES ,NON MEDICAL,,,NACIONAL / IMPORTADO,,002654,0,0,,,,,,,,,,,,,,,,
M-1853,,MEBENDAZOL 100 MG/ 5 ML X 60 ML SUSPENSION,1.56,13.773552,FRASCO X 60 ML,JMW,ET21034,11/2024,NACIONAL / IMPORTADO,,18906047594504,0,0,,,,,,,,,,,,,,,,
M-1546,,MEMANTINA 20 MG X 10 TAB ***OFERTA***,1.14,10.065287999999999,BLISTER X 10 TAB,JMW,MMBT2101,08/2024,NACIONAL / IMPORTADO,,18906047594382,0,0,,,,,,,,,,,,,,,,
D-0018,,MENTORUB 30G,2.67,23.573964,FRASCO,FC PHARMA,220503,05/2025,NACIONAL / IMPORTADO,,7593090000959,0,0,,,,,,,,,,,,,,,,
D-0019,,MENTORUB 60G,4.34,38.318728,FRASCO,FC PHARMA,220202,02/2025,NACIONAL / IMPORTADO,,7593090000966,0,0,,,,,,,,,,,,,,,,
M-1322,,MEROPENEM (MEROCON) 1 G POLVO PARA INY I.V (SAFECON LIFESCIENCES) ,8.47,74.78332400000001,FRASCO,DAC,SL502110,04/2023,NACIONAL / IMPORTADO,,7598578000339,0,0,,,,,,,,,,,,,,,,
M-1489,,MEROPENEM (OPIPENEM) 1 G POLVO PARA INYECCION + AGUA ESTERIL PARA INYECCION X 10 ML ,5.85,51.650819999999996,AMPOLLA,OPI GROUP,R2122332,07/2023,NACIONAL / IMPORTADO,,,0,0,,,,,,,,,,,,,,,,
D-0024,,"MERTHIOLATE 0,13% INCOLORO X 60ML",4.51,39.819691999999996,FRASCO,LAB. VARGAS,2201040,01/2024,NACIONAL / IMPORTADO,,7592349953077,0,0,,,,,,,,,,,,,,,,
L-0033,,METFORMINA 500 MG TABLETAS,0.51,4.502892,BLISTER X 10 TAB,LAND,T9686-TM1110002,03/2024-04/2025,NACIONAL / IMPORTADO,,7598008000540,0,0,,,,,,,,,,,,,,,,
M-0829,,METILCANFOR (SALICILATO DE METILO) FRICCION X 120 ML,2.62,23.132504,FRASCO X 120 ML,LABORATORIO QUIM-FAR,7070,07/2023,NACIONAL / IMPORTADO,,7592236002291,0,0,,,,,,,,,,,,,,,,
L-0072,,METOTREXATO 50 MG/ 2 ML SOL/ INYECCION ,3.9,34.43388,AMPOLLA,LAND,OI0354,09/2024,NACIONAL / IMPORTADO,,7598008000915,0,0,,,,,,,,,,,,,,,,
M-1435,,METRONIDAZOL (HELMIZOL) 250 MG X 20 COMP ***OFERTA***,1.66,14.656471999999999,CAJA X 20 COMP,TEUTO,0052523,04/2023,NACIONAL / IMPORTADO,,7896112140528,0,0,,,,,,,,,,,,,,,,
M-1437,,METRONIDAZOL 250 MG X 20 COMP ***OFERTA***,1.66,14.656471999999999,CAJA X 20 COMP,TEUTO,42510076,05/2023,NACIONAL / IMPORTADO,,7896112102519,0,0,,,,,,,,,,,,,,,,
L-0034,,METRONIDAZOL 500 MG TABLETAS,0.98,8.652616,BLISTER X 10 TAB,LAND,TM1050002,11/2024,NACIONAL / IMPORTADO,,7598008000564,0,0,,,,,,,,,,,,,,,,
L-0075,,METRONIDAZOL 500 MG X 10 TABLETAS VAGINALES + APLICADOR,1.95,17.21694,TABLETAS X 10,LAND,TM1130001,01/2025,NACIONAL / IMPORTADO,,7598008000939,0,0,,,,,,,,,,,,,,,,
M-1356,,MICODERM X 50 G POMADA ANTIMICOTICA A BASE DE AZUFRE ,2.69,23.750548,TARRO X 50 G,CHEMYCALS SOMA,MI403,06/2025,NACIONAL / IMPORTADO,,7596139004185,0,0,,,,,,,,,,,,,,,,
M-0355,,MIOVIT COMPOSITUM SOL INYECT. KIT X 1 AMP,2.12,18.717904,CAJA X 1 AMP,COFASA,20000,01/2025,NACIONAL / IMPORTADO,,7591818113011,0,0,,,,,,,,,,,,,,,,
M-0356,,MIOVIT COMPOSITUM SOL. INYECT. KIT X 3 AMP,4.66,41.144072,CAJA X 3 AMP,COFASA,20167,05/2025,NACIONAL / IMPORTADO,,7591818026366,0,0,,,,,,,,,,,,,,,,
M-1160,,MIOVIT GRAGEAS X 30 TAB,5.78,51.032776000000005,CAJA X 30 GRAG,COFASA,20329,08/2025,NACIONAL / IMPORTADO,,7591818118047,0,0,,,,,,,,,,,,,,,,
M-0511,,MIOVIT JARABE X 180 ML,8.34,73.635528,FRASCO 180 ML,COFASA,20258,07/2024,NACIONAL / IMPORTADO,,7591818251393,0,0,,,,,,,,,,,,,,,,
M-1465,,MIOVIT JARABE X 90 ML (SIN AZUCAR),3.98,35.140216,FRASCO X 90 ML,COFASA,20179,06/2024,NACIONAL / IMPORTADO,,7591818716687,0,0,,,,,,,,,,,,,,,,
M-0480,,MIOVIT SOLUCION GOTAS X 20 ML,3.24,28.606608,FRASCO 20ML,COFASA,20375,08/2024,NACIONAL / IMPORTADO,,7591818251331,0,0,,,,,,,,,,,,,,,,
M-1116,,MIPAX (PRAMIPEXOL) 1 MG X 30 COMP,6.84,60.391728,CAJA X 30 COMP,SNC PHARMA,13344,06/2023,NACIONAL / IMPORTADO,,7597767000822,0,0,,,,,,,,,,,,,,,,
M-0649,,MISULVAN (AMBROXOL CLORHIDRATO) 15MG/5ML  X 120 ML JARABE PEDIATRICO ,1.8,15.892560000000001,FRASCO X 120 ML,PLUSANDEX,6647,09/2024,NACIONAL / IMPORTADO,,7594001100614,0,0,,,,,,,,,,,,,,,,
M-0569,,"MISULVAN (AMBROXOL CLORHIDRATO) 7,5 MG/ML X 30 ML SOLUCION GOTAS",1.45,12.80234,FRASCO X 30 ML,PLUSANDEX,6621,09/2025,NACIONAL / IMPORTADO,,759001100591,0,0,,,,,,,,,,,,,,,,
M-1778,,MISULVAN FORTE (AMBROXOL 30 MG + LORATADINA 5 MG)/5 ML X 120 ML,2.82,24.898343999999998,FRASCO X 120 ML,PLUSANDEX,6624,09/2025,NACIONAL / IMPORTADO,,7594001101727,0,0,,,,,,,,,,,,,,,,
M-0694,,MODERAN 10.1G/15ML SOL X 120 ML,10.45,92.26514,FRASCO X 120 ML,LAB. VARGAS,AP3861,04/2024,NACIONAL / IMPORTADO,,7592349527124,0,0,,,,,,,,,,,,,,,,
D-0079,,MONO CORTO PARA PACIENTE (09/2022),1.5454545454545463,13.645127272727281,UND,SANIPAD,,,MÉDICO / QUIRÚRGICO,1,,0,0,,,,,,,,,,,,,,,,
M-0934,,MOVIMEX (MELOXICAM) 15MG X 10 TAB,2.93,25.869556000000003,CAJA X 10 TAB,OFTALMI,I091208,10/2023,NACIONAL / IMPORTADO,,7591196004093,0,0,,,,,,,,,,,,,,,,
M-1266,,MOXVAL (MOXIFLOXACINO) 400 MG X 5 TAB RECUBIERTAS,8.16,72.046272,CAJA X 5 TAB,VALMORCA,14,02/2025,NACIONAL / IMPORTADO,,7591020008709,0,0,,,,,,,,,,,,,,,,
M-0708,,MUCOBROL 4MG/5ML JARABE X 120 ML,5.39,47.589388,FRASCO X 120 ML,COFASA,20078,03/2024,NACIONAL / IMPORTADO,,7591818112021,0,0,,,,,,,,,,,,,,,,
M-0184,,MUCOLIPTO 15MG/5ML JARABE X 90ML,3.87,34.169004,FRASCO,ZUOZ PHARMA,2203006,03/2024,NACIONAL / IMPORTADO,,7591651722470,0,0,,,,,,,,,,,,,,,,
M-1861,,MULTIVITAMINAS (TODOVIT) X 100 TAB,9.1,80.34572,FRASCO X 100 TAB,JMW,SP534,11/2023,NACIONAL / IMPORTADO,,18904180211760,0,0,,,,,,,,,,,,,,,,
M-1860,,MULTIVITAMINAS (TODOVIT) X 50 TAB,5.2,45.911840000000005,FRASCO X 50 TAB,JMW,SP532,11/2023,NACIONAL / IMPORTADO,,118904180211760,0,0,,,,,,,,,,,,,,,,
M-0986,,MYDROX (TROPICAMIDA) SOLUCION OFTALMICA X 5 ML  ***OFERTA***,1,8.8292,FRASCO X 5ML,OFTALMI,088354,08/2023,NACIONAL / IMPORTADO,,7591196003409,0,0,,,,,,,,,,,,,,,,
M-0654,,"N°28 DEXTRO-SAL  0,30% SOL FB X 500 ML ",2.44,21.543248,FRASCO,LAB BEHRENS,2100063,04/2023,NACIONAL / IMPORTADO,,7592637005082,0,0,,,,,,,,,,,,,,,,
M-0863,,N°38 MANITOL AL 18% X 500 ML SOLUCION,5.2,45.911840000000005,FRASCO,LAB BEHRENS,2200048,03/2025,NACIONAL / IMPORTADO,,7592637001190,0,0,,,,,,,,,,,,,,,,
M-0518,,N°49 AGUA DESTILADA X 500ML,3.52,31.078784000000002,FRASCO,LAB BEHRENS,2100216,09/2024,NACIONAL / IMPORTADO,,4592637000391,0,0,,,,,,,,,,,,,,,,
M-1737,,NASONEW AIRES (CLORURO DE SODIO) X 100 ML SPRAY NASAL (PARECIDO A FISIOLIN) ,10.17,89.792964,FRASCO X 100 ML,AIRELA,21C0294,03/2023,NACIONAL / IMPORTADO,,7894164006700,0,0,,,,,,,,,,,,,,,,
M-1527,,"NEBUDINA AMP (BROMURO DE IPRATROPIO) 0,9/ 3 ML SOL P/ NEBULIZAR",1.49,13.155508,AMPOLLA,ALFA,72011002,11/2023,NACIONAL / IMPORTADO,,7468999198666,0,0,,,,,,,,,,,,,,,,
L-0061,,NEBULIZADOR PORTATIL MESH,50.7,447.64044,UNIDAD,LAND,,,NACIONAL / IMPORTADO,,7598008000731,0,0,,,,,,,,,,,,,,,,
M-1636,,NERALGYN (ISOMETEPTENO 30 MG + DIPIRONA 300 MG + CAFEINA 30 MG) X 20 COMP (EQ. IVAGAN),1.66,14.656471999999999,CAJA X 20 COMP,CIFARMA,1NM44,09/2023,NACIONAL / IMPORTADO,,7898158694416,0,0,,,,,,,,,,,,,,,,
L-0047,,NIFEDIPINA 10 MG TABLETAS,0.42,3.708264,BLISTER X 10 TAB,LAND,TN550001,07/2024,NACIONAL / IMPORTADO,,7598008000571,0,0,,,,,,,,,,,,,,,,
M-1055,,"NOTISON 0,25MG X 20 COMP",2.33,20.572036,CAJA X 20 COMP,GMP,0004,08/2024,PSICOTRÓPICO / ESTUPEFACIENTE,1,7591619519005,0,0,,,,,,,,,,,,,,,,
M-0193,,NOVACODIN 50MG/5ML SOL ORAL X 120 ML,3.55,31.34366,FRASCO,LAB. VARGAS,2204013,04/2024,NACIONAL / IMPORTADO,,7592349723229,0,0,,,,,,,,,,,,,,,,
M-1702,,"NUTRIAMIN 8,5 % X 500 ML SOLUCION DE AMINOACIDOS CRISTALINOS I.V",24.48,216.13881600000002,FRASCO,LAB BEHRENS,2100195,08/2026,NACIONAL / IMPORTADO,,7592637001220,0,0,,,,,,,,,,,,,,,,
M-1431,,OMEPRAZOL (EUPEPT) 20 MG X 30 CAPSULAS,2.21,19.512532,CAJA X 30 CAPSULAS,CIFARMA,10B62,02/2024,NACIONAL / IMPORTADO,,7898495604376,0,0,,,,,,,,,,,,,,,,
L-0027,,OMEPRAZOL 20 MG CAPSULAS,0.43,3.796556,BLISTER X 10 TAB,LAND,C0460001,12/2024,NACIONAL / IMPORTADO,,7598008000601,0,0,,,,,,,,,,,,,,,,
L-0102,,OMEPRAZOL 40 MG POLVO PARA INYECCION IV,0.75,6.6219,AMPOLLA,LAND,EM22005,12/2023,NACIONAL / IMPORTADO,,7598008001219,0,0,,,,,,,,,,,,,,,,
M-0646,,OPAT (OLOPATADINA) 0.1% X 5 ML SOL. OFTALMICA,5.12,45.205504000000005,FRASCOX 5 ML,OFTALMI,062648,07/2024,NACIONAL / IMPORTADO,,7591196003942,0,0,,,,,,,,,,,,,,,,
M-0206,,OXACILINA 1 G IM/IV,0.81,7.151652,1 AMPOLLA,EL MORRO,2008251,08/2023,NACIONAL / IMPORTADO,,0652931974280,0,0,,,,,,,,,,,,,,,,
M-1529,,"OXIMETAZOLINA CLORHIDRATO 0,025% X 15 ML SOL NASAL",2.81,24.810052000000002,UNIDAD,VALMORCA,116,10/2023,NACIONAL / IMPORTADO,,759020007511,0,0,,,,,,,,,,,,,,,,
M-1267,,OXOLAMINA 28MG/5ML X 120 ML JARABE PEDIATRICO (GENCER),3.16,27.900272,FRASCO X 120 ML,VALMORCA,109,05/2025,NACIONAL / IMPORTADO,,7591020001526,0,0,,,,,,,,,,,,,,,,
D-0012,,PERLAVIS TEEN JABON INTIMO 200ML,3.55,31.34366,FRASCO,FC PHARMA,40622,06/2025,NACIONAL / IMPORTADO,,759309000768,0,0,,,,,,,,,,,,,,,,
M-0358,,PINVEX 5g-1g/100ml SOL.,4.95,43.70454,FRASCO 10ML,COFASA,20007,01/2027,NACIONAL / IMPORTADO,,7591818111055,0,0,,,,,,,,,,,,,,,,
M-0033,,PIPERZAN JARABE,1.99,17.570108,FRASCO ,LABORATORIO QUIM-FAR,10692,09/2025,NACIONAL / IMPORTADO,,7592236002277,0,0,,,,,,,,,,,,,,,,
M-1307,,PIRACETAM 800 MG X 10 TAB,4.24,37.435808,BLISTER X 10 TAB,JMW,PIT2102,08/2024,NACIONAL / IMPORTADO,,8904330300200,0,0,,,,,,,,,,,,,,,,
